Match ID,Data Set 1,Data Set 2,Status,label,y_pred,y_pred_label
4462,1648-2227540INSC-(22-23),2227540,Partial Matched,1,1,Partial Match
4463,1373-2227548INSC-(22-23),2227548,Partial Matched,1,1,Partial Match
4464,1375-2227549INSC-(22-23),2227549,Partial Matched,1,1,Partial Match
4465,1962-2227550INSC-(22-23),2227550,Partial Matched,1,1,Partial Match
4466,1434-2227551INSC-(22-23),2227551,Partial Matched,1,1,Partial Match
4467,1346-2227554INSC-(22-23),2227554,Partial Matched,1,1,Partial Match
4468,1341-2227555INSC-(22-23),2227555,Partial Matched,1,1,Partial Match
4469,1297-2227556insc-(22-23),2227556,Partial Matched,1,1,Partial Match
4470,1459-2227558INSC-(22-23),2227558,Partial Matched,1,1,Partial Match
4471,1653-2227559INSC-(22-23),2227559,Partial Matched,1,1,Partial Match
4472,1311-2227560INSC-(22-23),2227560,Partial Matched,1,1,Partial Match
4473,1497-2227561INSC-(22-23),2227561,Partial Matched,1,1,Partial Match
4474,1926-2227562INSC-(22-23),2227562,Partial Matched,1,1,Partial Match
4475,1643-2227563INSC-(22-23),2227563,Partial Matched,1,1,Partial Match
4476,1286-2227564insc-(22-23),2227564,Partial Matched,1,1,Partial Match
4477,1493-2227565INSC-(22-23),2227565,Partial Matched,1,1,Partial Match
4478,1366-2227566INSC-(22-23),2227566,Partial Matched,1,1,Partial Match
4479,1646-2227567INSC-(22-23),2227567,Partial Matched,1,1,Partial Match
4480,1957-2227568INSC-(22-23),2227568,Partial Matched,1,1,Partial Match
4481,1695-2227569INSC-(22-23),2227569,Partial Matched,1,1,Partial Match
4482,1472-2227571INSC-(22-23),2227571,Partial Matched,1,1,Partial Match
4483,1317-2227573INSC-(22-23),2227573,Partial Matched,1,1,Partial Match
4484,1289-2227574INSC-(22-23),2227574,Partial Matched,1,1,Partial Match
4485,1647-2227575INSC-(22-23),2227575,Partial Matched,1,1,Partial Match
4486,1324-2227576INSC-(22-23),2227576,Partial Matched,1,1,Partial Match
4487,1501-2227577INSC-(22-23),2227577,Partial Matched,1,1,Partial Match
4488,1641-2227581INSC-(22-23),2227581,Partial Matched,1,1,Partial Match
4489,1638-2227582INSC-(22-23),2227582,Partial Matched,1,1,Partial Match
4490,1337-2227583INSC-(22-23),2227583,Partial Matched,1,1,Partial Match
4491,1285-2227584INSC-(22-23),2227584,Partial Matched,1,1,Partial Match
4492,1655-2227585INSC-(22-23),2227585,Partial Matched,1,1,Partial Match
4493,1356-2227586INSC-(22-23),2227586,Partial Matched,1,1,Partial Match
4494,1318-2227588INSC-(22-23),2227588,Partial Matched,1,1,Partial Match
4495,1695-2227589INSC-(22-23),2227589,Partial Matched,1,1,Partial Match
4496,1485-2227590INSC-(22-23),2227590,Partial Matched,1,1,Partial Match
4497,1512-2227591INSC-(22-23),2227591,Partial Matched,1,1,Partial Match
4498,1962-2227592INSC-(22-23),2227592,Partial Matched,1,1,Partial Match
4499,1285-2227593INSC-(22-23),2227593,Partial Matched,1,1,Partial Match
4500,1904-2227594INSC-(22-23),2227594,Partial Matched,1,1,Partial Match
4501,1641-2227595INSC-(22-23),2227595,Partial Matched,1,1,Partial Match
4502,1643-2227596INSC-(22-23),2227596,Partial Matched,1,1,Partial Match
4503,1501-2227597INSC-(22-23),2227597,Partial Matched,1,1,Partial Match
4504,1366-2227598INSC-(22-23),2227598,Partial Matched,1,1,Partial Match
4505,1315-2227599INSC-(22-23),2227599,Partial Matched,1,1,Partial Match
4506,1433-2227600INSC-(22-23),2227600,Partial Matched,1,1,Partial Match
4507,1373-2227602INSC-(22-23),2227602,Partial Matched,1,1,Partial Match
4508,1311-2227603INSC-(22-23),2227603,Partial Matched,1,1,Partial Match
4509,1522-2227604INSC-(22-23),2227604,Partial Matched,1,1,Partial Match
4510,1434-2227605INSC-(22-23),2227605,Partial Matched,1,1,Partial Match
4511,1531-2227606INSC-(22-23),2227606,Partial Matched,1,1,Partial Match
4512,1973-2227607INSC-(22-23),2227607,Partial Matched,1,1,Partial Match
4513,1926-2227608INSC-(22-23),2227608,Partial Matched,1,1,Partial Match
4514,1286-2227609insc-(22-23),2227609,Partial Matched,1,1,Partial Match
4515,1492-2227610INSC-(22-23),2227610,Partial Matched,1,1,Partial Match
4516,1465-2227612INSC-(22-23),2227612,Partial Matched,1,1,Partial Match
4517,1337-2227613INSC-(22-23),2227613,Partial Matched,1,1,Partial Match
4518,1658-2227614INSC-(22-23),2227614,Partial Matched,1,1,Partial Match
4519,1957-2227615INSC-(22-23),2227615,Partial Matched,1,1,Partial Match
4520,1466-2227616INSC-(22-23),2227616,Partial Matched,1,1,Partial Match
4521,1645-2227617INSC-(22-23),2227617,Partial Matched,1,1,Partial Match
4522,1341-2227618INSC-(22-23),2227618,Partial Matched,1,1,Partial Match
4523,1487-2227619INSC-(22-23),2227619,Partial Matched,1,1,Partial Match
4524,1981-2227620INSC--22-23--(22-23),2227620,Partial Matched,1,1,Partial Match
4525,1655-2227621INSC-(22-23),2227621,Partial Matched,1,1,Partial Match
4526,1289-2227622INSC-(22-23),2227622,Partial Matched,1,1,Partial Match
4527,1488-2227623INSC-(22-23),2227623,Partial Matched,1,1,Partial Match
4528,1646-2227624INSC--22-23--(22-23),2227624,Partial Matched,1,1,Partial Match
4529,1521-2227625INSC-(22-23),2227625,Partial Matched,1,1,Partial Match
4530,1317-2227626INSC-(22-23),2227626,Partial Matched,1,1,Partial Match
4531,1638-2227627INSC-(22-23),2227627,Partial Matched,1,1,Partial Match
4532,1794-2227628INSC-(22-23),2227628,Partial Matched,1,1,Partial Match
4533,1632-2227629INSC-(22-23),2227629,Partial Matched,1,1,Partial Match
4534,1455-2227630INSC-(22-23),2227630,Partial Matched,1,1,Partial Match
4535,1983-2227663INSC-(22-23),2227663,Partial Matched,1,1,Partial Match
4536,1983-2227664INSC-(22-23),2227664,Partial Matched,1,1,Partial Match
4537,1436-2227665INSC-(22-23),2227665,Partial Matched,1,1,Partial Match
4538,1436-2227675INSC-(22-23),2227675,Partial Matched,1,1,Partial Match
4539,1315-2228307INSC-(22-23),2228307,Partial Matched,1,1,Partial Match
4540,1926-2228308INSC-(22-23),2228308,Partial Matched,1,1,Partial Match
4541,1317-2228309INSC-(22-23),2228309,Partial Matched,1,1,Partial Match
4542,1501-2228346INSC-(22-23),2228346,Partial Matched,1,1,Partial Match
4543,1344-2228347INSC-(22-23),2228347,Partial Matched,1,1,Partial Match
4544,1813-2228358INSC-(22-23),2228358,Partial Matched,1,1,Partial Match
4545,1794-2228359INSC-(22-23),2228359,Partial Matched,1,1,Partial Match
4546,1795-2228360INSC-(22-23),2228360,Partial Matched,1,1,Partial Match
4547,1957-2228361INSC-(22-23),2228361,Partial Matched,1,1,Partial Match
4548,1512-2228362INSC-(22-23),2228362,Partial Matched,1,1,Partial Match
4549,1374-2228363INSC-(22-23),2228363,Partial Matched,1,1,Partial Match
4550,1631-2228372INSC-(22-23),2228372,Partial Matched,1,1,Partial Match
4551,1643-2228373INSC-(22-23),2228373,Partial Matched,1,1,Partial Match
4552,1677-2228374INSC-(22-23),2228374,Partial Matched,1,1,Partial Match
4553,1903-2228375INSC-(22-23),2228375,Partial Matched,1,1,Partial Match
4554,1485-2228376INSC-(22-23),2228376,Partial Matched,1,1,Partial Match
4555,1653-2228377INSC-(22-23),2228377,Partial Matched,1,1,Partial Match
4556,1311-2228378INSC-(22-23),2228378,Partial Matched,1,1,Partial Match
4557,1497-2228379INSC-(22-23),2228379,Partial Matched,1,1,Partial Match
4558,1499-2228380INSC-(22-23),2228380,Partial Matched,1,1,Partial Match
4559,1283-2228381insc-(22-23),2228381,Partial Matched,1,1,Partial Match
4560,1675-2228396INSC-(22-23),2228396,Partial Matched,1,1,Partial Match
4561,1487-2228397INSC-(22-23),2228397,Partial Matched,1,1,Partial Match
4562,1695-2228398INSC-(22-23),2228398,Partial Matched,1,1,Partial Match
4563,1354-2228399INSC-(22-23),2228399,Partial Matched,1,1,Partial Match
4564,1493-2228400INSC-(22-23),2228400,Partial Matched,1,1,Partial Match
4565,1472-2228401INSC-(22-23),2228401,Partial Matched,1,1,Partial Match
4566,1492-2228402INSC-(22-23),2228402,Partial Matched,1,1,Partial Match
4567,1297-2228406INSC--22-23--(22-23),2228406,Partial Matched,1,1,Partial Match
4568,1962-2228407INSC-(22-23),2228407,Partial Matched,1,1,Partial Match
4569,1645-2228408INSC-(22-23),2228408,Partial Matched,1,1,Partial Match
4570,1347-2228409INSC-(22-23),2228409,Partial Matched,1,1,Partial Match
4571,1673-2228410INSC-(22-23),2228410,Partial Matched,1,1,Partial Match
4572,1647-2228414INSC-(22-23),2228414,Partial Matched,1,1,Partial Match
4573,1904-2228415INSC-(22-23),2228415,Partial Matched,1,1,Partial Match
4574,1488-2228416INSC-(22-23),2228416,Partial Matched,1,1,Partial Match
4575,1928-2228423INSC-(22-23),2228423,Partial Matched,1,1,Partial Match
4576,1521-2228424INSC-(22-23),2228424,Partial Matched,1,1,Partial Match
4577,1337-2228425INSC-(22-23),2228425,Partial Matched,1,1,Partial Match
4578,1692-2228426INSC-(22-23),2228426,Partial Matched,1,1,Partial Match
4579,1356-2228430INSC-(22-23),2228430,Partial Matched,1,1,Partial Match
4580,1456-2228431INSC-(22-23),2228431,Partial Matched,1,1,Partial Match
4581,1286-2228432insc-(22-23),2228432,Partial Matched,1,1,Partial Match
4582,1638-2228435INSC-(22-23),2228435,Partial Matched,1,1,Partial Match
4583,1455-2228442INSC-(22-23),2228442,Partial Matched,1,1,Partial Match
4584,1318-2228443INSC-(22-23),2228443,Partial Matched,1,1,Partial Match
4585,1648-2228444INSC-(22-23),2228444,Partial Matched,1,1,Partial Match
4586,1658-2228446INSC-(22-23),2228446,Partial Matched,1,1,Partial Match
4587,1646-2228451INSC-(22-23),2228451,Partial Matched,1,1,Partial Match
4588,1433-2228459INSC-(22-23),2228459,Partial Matched,1,1,Partial Match
4589,1459-2228462INSC-(22-23),2228462,Partial Matched,1,1,Partial Match
4590,1285-2228466INSV-(22-23),2228466,Partial Matched,1,1,Partial Match
4591,1531-2228467INSC-(22-23),2228467,Partial Matched,1,1,Partial Match
4592,1974-2228478INSC-(22-23),2228478,Partial Matched,1,1,Partial Match
4593,1289-2228506INSC-(22-23),2228506,Partial Matched,1,1,Partial Match
4594,1655-2228507INSC-(22-23),2228507,Partial Matched,1,1,Partial Match
4595,1641-2228508INSC-(22-23),2228508,Partial Matched,1,1,Partial Match
4596,1484-2228511INSC-(22-23),2228511,Partial Matched,1,1,Partial Match
4597,1289-2228771INSC-(22-23),2228771,Partial Matched,1,1,Partial Match
4598,1904-2228772INSC-(22-23),2228772,Partial Matched,1,1,Partial Match
4599,1433-2228775INSC-(22-23),2228775,Partial Matched,1,1,Partial Match
4600,1317-2228776INSC-(22-23),2228776,Partial Matched,1,1,Partial Match
4601,1488-2228777INSC-(22-23),2228777,Partial Matched,1,1,Partial Match
4602,1632-2228846INSC-(22-23),2228846,Partial Matched,1,1,Partial Match
4603,1285-2228883insc-(22-23),2228883,Partial Matched,1,1,Partial Match
4604,1645-2228901INSC--22-23--(22-23),2228901,Partial Matched,1,1,Partial Match
4605,1455-2228924INSC-(22-23),2228924,Partial Matched,1,1,Partial Match
4606,1521-2228937INSC-(22-23),2228937,Partial Matched,1,1,Partial Match
4607,1975-2229213INSC-(22-23),2229213,Partial Matched,1,1,Partial Match
4608,1655-2229214INSC-(22-23),2229214,Partial Matched,1,1,Partial Match
4609,1512-2229226INSC-(22-23),2229226,Partial Matched,1,1,Partial Match
4610,1673-2229227INSC-(22-23),2229227,Partial Matched,1,1,Partial Match
4611,1289-2229228INSC-(22-23),2229228,Partial Matched,1,1,Partial Match
4612,1283-2229230insc-(22-23),2229230,Partial Matched,1,1,Partial Match
4613,1487-2229231INSC-(22-23),2229231,Partial Matched,1,1,Partial Match
4614,1352-2229236INSC-(22-23),2229236,Partial Matched,1,1,Partial Match
4615,1646-2229245INSC-(22-23),2229245,Partial Matched,1,1,Partial Match
4616,1346-2229252INSC-(22-23),2229252,Partial Matched,1,1,Partial Match
4617,1522-2229270INSC-(22-23),2229270,Partial Matched,1,1,Partial Match
4618,1494-2229546INSC-(22-23),2229546,Partial Matched,1,1,Partial Match
4619,1647-2229547INSC-(22-23),2229547,Partial Matched,1,1,Partial Match
4620,1499-2229548INSC-(22-23),2229548,Partial Matched,1,1,Partial Match
4621,1434-2229549INSC-(22-23),2229549,Partial Matched,1,1,Partial Match
4622,1484-2229550INSC-(22-23),2229550,Partial Matched,1,1,Partial Match
4623,1631-2229551INSC-(22-23),2229551,Partial Matched,1,1,Partial Match
4624,1522-2229552INSC-(22-23),2229552,Partial Matched,1,1,Partial Match
4625,1356-2229553INSC-(22-23),2229553,Partial Matched,1,1,Partial Match
4626,1346-2229554INSC-(22-23),2229554,Partial Matched,1,1,Partial Match
4627,1497-2229555INSC-(22-23),2229555,Partial Matched,1,1,Partial Match
4628,1658-2229556INSC-(22-23),2229556,Partial Matched,1,1,Partial Match
4629,1329-2229557INSC-(22-23),2229557,Partial Matched,1,1,Partial Match
4630,1366-2229558INSC-(22-23),2229558,Partial Matched,1,1,Partial Match
4631,1957-2229559INSC-(22-23),2229559,Partial Matched,1,1,Partial Match
4632,1638-2229560INSC-(22-23),2229560,Partial Matched,1,1,Partial Match
4633,1492-2229561INSC-(22-23),2229561,Partial Matched,1,1,Partial Match
4634,1347-2229562INSC-(22-23),2229562,Partial Matched,1,1,Partial Match
4635,1926-2229563INSC-(22-23),2229563,Partial Matched,1,1,Partial Match
4636,1677-2229564INSC-(22-23),2229564,Partial Matched,1,1,Partial Match
4637,1317-2229565INSC-(22-23),2229565,Partial Matched,1,1,Partial Match
4638,1925-2229566INSC-(22-23),2229566,Partial Matched,1,1,Partial Match
4639,1493-2229567INSC-(22-23),2229567,Partial Matched,1,1,Partial Match
4640,1822-2229568INSC--22-23--(22-23),2229568,Partial Matched,1,1,Partial Match
4641,1981-2229569INSC--22-23--(22-23),2229569,Partial Matched,1,1,Partial Match
4642,1641-2229570INSC-(22-23),2229570,Partial Matched,1,1,Partial Match
4643,1286-2229571INSC-(22-23),2229571,Partial Matched,1,1,Partial Match
4644,1502-2229573INSC-(22-23),2229573,Partial Matched,1,1,Partial Match
4645,1487-2229574INSC-(22-23),2229574,Partial Matched,1,1,Partial Match
4646,1459-2229575INSC-(22-23),2229575,Partial Matched,1,1,Partial Match
4647,1646-2229576INSC-(22-23),2229576,Partial Matched,1,1,Partial Match
4648,1648-2229577INSC-(22-23),2229577,Partial Matched,1,1,Partial Match
4649,1531-2229578INSC-(22-23),2229578,Partial Matched,1,1,Partial Match
4650,1289-2229579insc-(22-23),2229579,Partial Matched,1,1,Partial Match
4651,1485-2229580INSC-(22-23),2229580,Partial Matched,1,1,Partial Match
4652,1796-2229581INSC--22-23--(22-23),2229581,Partial Matched,1,1,Partial Match
4653,1655-2229582INSC-(22-23),2229582,Partial Matched,1,1,Partial Match
4654,1344-2229583INSC-(22-23),2229583,Partial Matched,1,1,Partial Match
4655,1352-2229584INSC-(22-23),2229584,Partial Matched,1,1,Partial Match
4656,1904-2229585INSC-(22-23),2229585,Partial Matched,1,1,Partial Match
4657,1675-2229586INSC-(22-23),2229586,Partial Matched,1,1,Partial Match
4658,1483-2229587INSC-(22-23),2229587,Partial Matched,1,1,Partial Match
4659,1311-2229588INSC-(22-23),2229588,Partial Matched,1,1,Partial Match
4660,1653-2229589INSC-(22-23),2229589,Partial Matched,1,1,Partial Match
4661,1376-2229590INSC-(22-23),2229590,Partial Matched,1,1,Partial Match
4662,1315-2229591INSC-(22-23),2229591,Partial Matched,1,1,Partial Match
4663,1341-2229592INSC-(22-23),2229592,Partial Matched,1,1,Partial Match
4664,1974-2229603INSC-(22-23),2229603,Partial Matched,1,1,Partial Match
4665,1794-2229604INSC-(21-22),2229604,Partial Matched,1,1,Partial Match
4666,1978-2229605INSC-(22-23),2229605,Partial Matched,1,1,Partial Match
4667,1465-2229606INSC-(22-23),2229606,Partial Matched,1,1,Partial Match
4668,1472-2229607INSC-(22-23),2229607,Partial Matched,1,1,Partial Match
4669,1692-2229608INSC-(22-23),2229608,Partial Matched,1,1,Partial Match
4670,1695-2229609INSC-(22-23),2229609,Partial Matched,1,1,Partial Match
4671,1645-2229610INSC-(22-23),2229610,Partial Matched,1,1,Partial Match
4672,1297-2229611insc-(22-23),2229611,Partial Matched,1,1,Partial Match
4673,1973-2229612INSC-(22-23),2229612,Partial Matched,1,1,Partial Match
4674,1643-2229613INSC-(22-23),2229613,Partial Matched,1,1,Partial Match
4675,1318-2229614INSC-(22-23),2229614,Partial Matched,1,1,Partial Match
4676,1962-2229615INSC-(22-23),2229615,Partial Matched,1,1,Partial Match
4677,1501-2229619INSC-(22-23),2229619,Partial Matched,1,1,Partial Match
4678,1512-2229620INSC-(22-23),2229620,Partial Matched,1,1,Partial Match
4679,1978-2229621INSC-(22-23),2229621,Partial Matched,1,1,Partial Match
4680,1795-2229622INSC-(22-23),2229622,Partial Matched,1,1,Partial Match
4681,1285-2229624INSC-(22-23),2229624,Partial Matched,1,1,Partial Match
4682,1965-2229625INSC-(22-23),2229625,Partial Matched,1,1,Partial Match
4683,1295-2229626insc-(22-23),2229626,Partial Matched,1,1,Partial Match
4684,1456-2229627INSC-(22-23),2229627,Partial Matched,1,1,Partial Match
4685,1813-2229629INSC--22-23--(22-23),2229629,Partial Matched,1,1,Partial Match
4686,1928-2229630INSC-(22-23),2229630,Partial Matched,1,1,Partial Match
4687,1812-2229631INSC--22-23--(22-23),2229631,Partial Matched,1,1,Partial Match
4688,1289-2229920insc-(22-23),2229920,Partial Matched,1,1,Partial Match
4689,1645-2229921INSC-(22-23),2229921,Partial Matched,1,1,Partial Match
4690,1318-2229923INSC-(22-23),2229923,Partial Matched,1,1,Partial Match
4691,1354-2229924INSC-(22-23),2229924,Partial Matched,1,1,Partial Match
4692,1347-2229927INSC-(22-23),2229927,Partial Matched,1,1,Partial Match
4693,1531-2229928INSC-(22-23),2229928,Partial Matched,1,1,Partial Match
4694,1646-2229929INSC-(22-23),2229929,Partial Matched,1,1,Partial Match
4695,1632-2229930INSC-(22-23),2229930,Partial Matched,1,1,Partial Match
4696,1638-2229931INSC-(22-23),2229931,Partial Matched,1,1,Partial Match
4697,1501-2229937INSC-(22-23),2229937,Partial Matched,1,1,Partial Match
4698,1958-2229938INSC-(22-23),2229938,Partial Matched,1,1,Partial Match
4699,1285-2229939INSC-(22-23),2229939,Partial Matched,1,1,Partial Match
4700,1673-2229940INSC-(22-23),2229940,Partial Matched,1,1,Partial Match
4701,1957-2229952INSC-(22-23),2229952,Partial Matched,1,1,Partial Match
4702,1488-2229953INSC-(22-23),2229953,Partial Matched,1,1,Partial Match
4703,1646-2229954INSC-(22-23),2229954,Partial Matched,1,1,Partial Match
4704,1311-2229955INSC-(22-23),2229955,Partial Matched,1,1,Partial Match
4705,1794-2229966INSC--22-23--(22-23),2229966,Partial Matched,1,1,Partial Match
4706,1692-2229967INSC-(22-23),2229967,Partial Matched,1,1,Partial Match
4707,1904-2229968INSC-(22-23),2229968,Partial Matched,1,1,Partial Match
4708,1655-2229972INSC-(22-23),2229972,Partial Matched,1,1,Partial Match
4709,1632-2229973INSC-(22-23),2229973,Partial Matched,1,1,Partial Match
4710,1695-2229974INSC-(22-23),2229974,Partial Matched,1,1,Partial Match
4711,1455-2229981INSC-(22-23),2229981,Partial Matched,1,1,Partial Match
4712,1315-2229982INSC--22-23--(22-23),2229982,Partial Matched,1,1,Partial Match
4713,1436-2230136INSC-(22-23),2230136,Partial Matched,1,1,Partial Match
4714,1632-2230493INSC-(22-23),2230493,Partial Matched,1,1,Partial Match
4715,1315-2230495INSC-(22-23),2230495,Partial Matched,1,1,Partial Match
4716,1285-2230501insc-(22-23),2230501,Partial Matched,1,1,Partial Match
4717,1318-2230504INSC-(22-23),2230504,Partial Matched,1,1,Partial Match
4718,1978-2230505INSC-(22-23),2230505,Partial Matched,1,1,Partial Match
4719,1928-2230506INSC-(22-23),2230506,Partial Matched,1,1,Partial Match
4720,1975-2230507INSC-(22-23),2230507,Partial Matched,1,1,Partial Match
4721,1646-2230508INSC-(22-23),2230508,Partial Matched,1,1,Partial Match
4722,1655-2230509INSC-(22-23),2230509,Partial Matched,1,1,Partial Match
4723,1455-2230511INSC-(22-23),2230511,Partial Matched,1,1,Partial Match
4724,1522-2230514INSC-(22-23),2230514,Partial Matched,1,1,Partial Match
4725,1904-2230515insc-(22-23),2230515,Partial Matched,1,1,Partial Match
4726,1521-2230516INSC-(22-23),2230516,Partial Matched,1,1,Partial Match
4727,1675-2230517INSC-(22-23),2230517,Partial Matched,1,1,Partial Match
4728,1466-2230518INSC-(22-23),2230518,Partial Matched,1,1,Partial Match
4729,1695-2230519INSC-(22-23),2230519,Partial Matched,1,1,Partial Match
4730,1794-2230520INSC--22-23--(22-23),2230520,Partial Matched,1,1,Partial Match
4731,1311-2230521INSC-(22-23),2230521,Partial Matched,1,1,Partial Match
4732,1531-2230522INSC-(22-23),2230522,Partial Matched,1,1,Partial Match
4733,1285-2230523INSC-(22-23),2230523,Partial Matched,1,1,Partial Match
4734,1494-2230524INSC-(22-23),2230524,Partial Matched,1,1,Partial Match
4735,1531-2230525INSC-(22-23),2230525,Partial Matched,1,1,Partial Match
4736,1648-2230526INSC-(22-23),2230526,Partial Matched,1,1,Partial Match
4737,1981-2230527insc-(22-23),2230527,Partial Matched,1,1,Partial Match
4738,1455-2230528INSC-(22-23),2230528,Partial Matched,1,1,Partial Match
4739,1692-2230529INSC-(22-23),2230529,Partial Matched,1,1,Partial Match
4740,1315-2230531INSC-(22-23),2230531,Partial Matched,1,1,Partial Match
4741,1465-2230532INSC-(22-23),2230532,Partial Matched,1,1,Partial Match
4742,1497-2230533INSC-(22-23),2230533,Partial Matched,1,1,Partial Match
4743,1376-2230534insc-(22-23),2230534,Partial Matched,1,1,Partial Match
4744,1373-2230535INSC-(22-23),2230535,Partial Matched,1,1,Partial Match
4745,1502-2230536INSC-(22-23),2230536,Partial Matched,1,1,Partial Match
4746,1522-2230537INSC-(22-23),2230537,Partial Matched,1,1,Partial Match
4747,1493-2230538INSC-(22-23),2230538,Partial Matched,1,1,Partial Match
4748,1674-2230539INSC-(22-23),2230539,Partial Matched,1,1,Partial Match
4749,1366-2230540INSC-(22-23),2230540,Partial Matched,1,1,Partial Match
4750,1488-2230542INSC-(22-23),2230542,Partial Matched,1,1,Partial Match
4751,1315-2230574INSC-(22-23),2230574,Partial Matched,1,1,Partial Match
4752,1974-2230584INSC-(22-23),2230584,Partial Matched,1,1,Partial Match
4753,1492-2230586INSC-(22-23),2230586,Partial Matched,1,1,Partial Match
4754,1484-2230589INSC-(22-23),2230589,Partial Matched,1,1,Partial Match
4755,1456-2230590INSC-(22-23),2230590,Partial Matched,1,1,Partial Match
4756,1472-2230591INSC-(22-23),2230591,Partial Matched,1,1,Partial Match
4757,1501-2230599INSC-(22-23),2230599,Partial Matched,1,1,Partial Match
4758,1433-2230603INSC-(22-23),2230603,Partial Matched,1,1,Partial Match
4759,1289-2230605insc-(22-23),2230605,Partial Matched,1,1,Partial Match
4760,1459-2230619INSC-(22-23),2230619,Partial Matched,1,1,Partial Match
4761,1982-2230868INSC-(22-23),2230868,Partial Matched,1,1,Partial Match
4762,1982-2230869INSC-(22-23),2230869,Partial Matched,1,1,Partial Match
4763,1982-2230871INSC-(22-23),2230871,Partial Matched,1,1,Partial Match
4764,1638-2231179INSC-(22-23),2231179,Partial Matched,1,1,Partial Match
4765,1609-2231452INSC-(22-23),2231452,Partial Matched,1,1,Partial Match
4766,1339-2231468INSC-(22-23),2231468,Partial Matched,1,1,Partial Match
4767,1302-2231471INSC-(22-23),2231471,Partial Matched,1,1,Partial Match
4768,1609-2231475INSC-(22-23),2231475,Partial Matched,1,1,Partial Match
4769,1813-2231643INSC--22-23--(22-23),2231643,Partial Matched,1,1,Partial Match
4770,1903-2231644insc-(22-23),2231644,Partial Matched,1,1,Partial Match
4771,1973-2231645INSC-(22-23),2231645,Partial Matched,1,1,Partial Match
4772,1531-2231646INSC-(22-23),2231646,Partial Matched,1,1,Partial Match
4773,1459-2231647INSC-(22-23),2231647,Partial Matched,1,1,Partial Match
4774,1492-2231648INSC-(22-23),2231648,Partial Matched,1,1,Partial Match
4775,1522-2231650INSC-(22-23),2231650,Partial Matched,1,1,Partial Match
4776,1646-2231652INSC-(22-23),2231652,Partial Matched,1,1,Partial Match
4777,1346-2231657INSC-(22-23),2231657,Partial Matched,1,1,Partial Match
4778,1975-2231662INSC-(22-23),2231662,Partial Matched,1,1,Partial Match
4779,1329-2231663INSC-(22-23),2231663,Partial Matched,1,1,Partial Match
4780,1913-2231667INSC-(22-23),2231667,Partial Matched,1,1,Partial Match
4781,1356-2231669INSC-(22-23),2231669,Partial Matched,1,1,Partial Match
4782,1376-2231670INSC--22-23--(22-23),2231670,Partial Matched,1,1,Partial Match
4783,1502-2231672INSC-(22-23),2231672,Partial Matched,1,1,Partial Match
4784,1812-2231674INSC--22-23--(22-23),2231674,Partial Matched,1,1,Partial Match
4785,1658-2231678INSC-(22-23),2231678,Partial Matched,1,1,Partial Match
4786,1466-2231679INSC-(22-23),2231679,Partial Matched,1,1,Partial Match
4787,1297-2231680INSC-(22-23),2231680,Partial Matched,1,1,Partial Match
4788,1465-2231681INSC-(22-23),2231681,Partial Matched,1,1,Partial Match
4789,1641-22316821INSC--22-23--(22-23),2231682,Partial Matched,1,1,Partial Match
4790,1337-2231683INSC-(22-23),2231683,Partial Matched,1,1,Partial Match
4791,1456-2231684INSC-(22-23),2231684,Partial Matched,1,1,Partial Match
4792,1366-2231685INSC-(22-23),2231685,Partial Matched,1,1,Partial Match
4793,1472-2231687INSC-(22-23),2231687,Partial Matched,1,1,Partial Match
4794,1436-2231688INSC-(22-23),2231688,Partial Matched,1,1,Partial Match
4795,1674-2231691INSC-(22-23),2231691,Partial Matched,1,1,Partial Match
4796,1655-2231692INSC-(22-23),2231692,Partial Matched,1,1,Partial Match
4797,1674-2231693INSC-(22-23),2231693,Partial Matched,1,1,Partial Match
4798,1376-2231694INSC--22-23--(22-23),2231694,Partial Matched,1,1,Partial Match
4799,1494-2231700INSC-(22-23),2231700,Partial Matched,1,1,Partial Match
4800,1346-2231702INSC-(22-23),2231702,Partial Matched,1,1,Partial Match
4801,1904-2231704insc-(22-23),2231704,Partial Matched,1,1,Partial Match
4802,1289-2231705insc-(22-23),2231705,Partial Matched,1,1,Partial Match
4803,1494-2231706INSC-(22-23),2231706,Partial Matched,1,1,Partial Match
4804,1973-2231707INC-(22-23),2231707,Partial Matched,1,1,Partial Match
4805,1913-2231708INSC-(22-23),2231708,Partial Matched,1,1,Partial Match
4806,1903-2231709insc-(22-23),2231709,Partial Matched,1,1,Partial Match
4807,1648-2231716INSC-(22-23),2231716,Partial Matched,1,1,Partial Match
4808,1975-2231733INSC-(22-23),2231733,Partial Matched,1,1,Partial Match
4809,1812-2231736INSC--22-23--(22-23),2231736,Partial Matched,1,1,Partial Match
4810,1329-2231737INSC-(22-23),2231737,Partial Matched,1,1,Partial Match
4811,1466-2231738INSC-(22-23),2231738,Partial Matched,1,1,Partial Match
4812,1472-2231744INSC-(22-23),2231744,Partial Matched,1,1,Partial Match
4813,1366-2231745INSC-(22-23),2231745,Partial Matched,1,1,Partial Match
4814,1645-2231764INSC-(22-23),2231764,Partial Matched,1,1,Partial Match
4815,1297-2231769insc-(22-23),2231769,Partial Matched,1,1,Partial Match
4816,1488-2231815INSC-(22-23),2231815,Partial Matched,1,1,Partial Match
4817,1455-2231816INSC-(22-23),2231816,Partial Matched,1,1,Partial Match
